countryA,countryB,troopsA,troopsB,modA,modB,winner,gdp_loss_A,gdp_loss_B
CHN,JPN,40496,146718,89.46,96.21,JPN,1922890570419.35,18270149973618.66
FRA,CAN,158878,195117,74.66,53.77,FRA,7711045544179.82,12438448492677.04
GBR,IND,181398,187997,52.07,77.53,IND,5449164124004.5,19165060237661.1
CAN,IND,88807,184999,59.91,78.61,IND,3696187409204.3,12577406359592.27
GBR,CHN,180585,153063,82.15,88.15,CHN,15119964189873.32,17889502324972.97
CAN,USA,192833,160050,69.81,91.36,USA,13504431056116.82,21196270392083.63
GBR,IND,29465,45723,80.34,71.21,GBR,1998327778454.44,2531184612872.3
CAN,BRA,180574,165859,77.58,87.18,BRA,16334884311723.43,17622698702292.64
GBR,CHN,149322,101693,71.93,95.52,GBR,9580313031117.68,5416124492405.98
RUS,JPN,70503,124045,61.74,94.31,JPN,3134918611524.77,11945317403858.54
GER,USA,31310,190164,85.95,75.09,USA,3208121777526.8,9372269017850.27
FRA,USA,140301,54791,95.45,80.35,USA,19822962229163.87,5868405454473.98
IND,GBR,103518,85171,88.5,83.64,IND,12007573495580.96,6513143745335.56
CHN,BRA,42206,156004,56.0,90.96,BRA,2160467621254.87,15669481727682.64
JPN,CAN,19764,46911,76.9,75.39,CAN,1330842333851.83,3827113971623.12
USA,FRA,196668,133458,91.77,55.6,USA,9721472648144.01,4483524014366.44
IND,CHN,153914,115948,79.55,69.27,IND,14166871824967.05,4819837031571.95
USA,BRA,144048,111301,71.98,86.01,BRA,7492420235388.42,10257739570846.94
FRA,CHN,148498,113512,64.23,81.19,FRA,11287954817651.0,7510891843924.24
IND,CAN,163959,151018,66.52,87.67,IND,13744008262962.3,8095353533826.53
GBR,CAN,36710,94899,62.11,75.0,CAN,3145905861748.78,5764955026773.99
GBR,RUS,51387,155459,59.79,58.72,RUS,3220475352047.45,6304656245041.44
JPN,BRA,188542,59573,79.44,55.76,JPN,19920924122964.49,1792655150930.33
USA,GBR,147558,125298,75.47,74.06,USA,13621501803099.57,8164829137187.89
CHN,IND,180330,51405,86.74,60.29,IND,13342435974564.32,3659139131149.16
FRA,USA,122418,19152,65.4,99.11,FRA,4854890956764.54,1164072220237.98
GBR,FRA,32623,176487,73.04,59.94,FRA,1768459766225.59,11478805434673.69
GER,IND,33806,120575,84.02,78.34,IND,3819044518009.58,6155308998511.38
RUS,USA,147045,123190,98.16,50.09,RUS,14931035830486.78,3507136923710.09
RUS,JPN,187287,114977,67.44,62.68,JPN,14722563595254.18,4268170015343.33
CAN,BRA,124162,172920,64.91,62.96,BRA,10526187892049.18,7727318303745.33
CHN,JPN,187011,184466,72.46,86.9,CHN,15815348400794.75,15478706961318.23
RUS,IND,170229,41455,86.19,74.78,RUS,19896937677370.12,2928002444148.65
CAN,FRA,15521,76560,98.08,50.6,FRA,892592382293.12,3783052256732.58
USA,BRA,22891,101764,76.83,68.96,BRA,2468513262977.5,6146487028987.06
GBR,CAN,92331,157993,90.62,82.24,GBR,10982997517905.87,17932948601925.52
GBR,FRA,32474,173251,73.22,81.84,FRA,3335995498649.0,19630710396058.4
GER,CAN,167579,112895,51.99,52.69,GER,10724356210127.9,6888305022017.81
IND,GER,20687,193307,94.71,96.45,IND,1517251869509.04,15363204568373.15
RUS,GBR,108550,173109,64.49,62.35,GBR,4297654726471.37,7393658748966.54
USA,CHN,152081,43275,56.93,94.58,USA,5451703224089.61,4902064516629.87
BRA,USA,98762,46692,99.81,60.67,BRA,9846448997320.5,4239455122925.14
RUS,FRA,98484,18872,67.37,78.39,RUS,5911240251664.93,1951845844252.09
CHN,IND,110475,61764,56.83,70.3,CHN,7246123116308.21,3594482313845.35
IND,FRA,54291,129564,65.58,79.07,FRA,3571916029359.4,7087275374845.84
RUS,FRA,58296,100871,75.69,74.89,FRA,2759245695936.39,9954191745948.58
USA,CHN,50225,96143,54.4,50.1,USA,1372201150731.15,4346076772949.06
RUS,JPN,44828,193371,67.63,67.57,JPN,1904897389407.12,14175589398205.31
CHN,FRA,177174,138268,83.44,50.56,CHN,9561322826907.93,3792622896581.1
BRA,GBR,197414,176033,95.8,84.17,GBR,23070599022448.38,19355895699867.87
FRA,CAN,43712,34466,69.87,92.67,FRA,2398436613737.31,2243106107300.43
JPN,BRA,36823,156834,78.23,69.24,BRA,1710029056809.19,13719884412159.58
BRA,USA,146433,160002,81.8,76.24,BRA,15037776793010.04,14154082237916.48
CAN,RUS,101374,195285,53.54,53.29,RUS,7817990286954.43,9496437298574.96
RUS,BRA,90174,80191,67.11,69.26,RUS,3633932655872.7,5740148292023.8
GBR,USA,48052,191446,84.21,56.94,USA,5920398309593.71,11311742822131.4
GER,USA,33265,197974,86.78,53.24,USA,4186679849504.82,7643517868462.95
GBR,FRA,100287,80555,67.8,58.6,GBR,6956400287343.3,2970444451749.25
BRA,CAN,52012,111878,50.34,93.54,BRA,2083408146309.28,13710438073267.97
GBR,GER,20916,64875,50.34,99.11,GBR,671898325976.8,7652019603973.29
USA,RUS,135462,180386,76.91,93.96,RUS,13791695226341.62,19006170953035.39
GBR,CAN,85045,193247,77.57,98.48,CAN,7288307298430.27,14813453898776.64
IND,GER,186604,190050,77.79,86.54,IND,16711299122555.08,14836928289793.8
FRA,GBR,188731,199487,86.09,57.99,FRA,22110722225934.53,7487122325390.22
RUS,FRA,99860,92460,96.06,78.16,FRA,9055160478363.18,9065073254536.78
GBR,RUS,155075,56255,99.51,86.58,GBR,13396025873776.82,2508632305513.52
CHN,GER,52634,59662,85.05,75.67,CHN,5650956127117.62,2270407851652.77
FRA,IND,105479,98082,75.7,77.73,IND,6365606768701.05,7784036309738.15
FRA,CHN,84992,90366,57.05,79.31,CHN,4014423208783.48,6050521094357.29
GBR,RUS,21369,59496,69.21,73.34,RUS,1303065186757.68,2809460209912.65
FRA,CAN,29329,113483,78.62,64.53,CAN,3127665359761.42,8956347785070.03
GER,CAN,96700,57791,99.99,81.85,GER,12367861791465.88,6774093923664.76
GBR,GER,112960,198307,56.35,52.68,GBR,5037526908956.23,8154829650738.34
USA,CAN,22410,49140,89.65,58.55,USA,1293108746748.11,3172322209991.33
BRA,IND,170802,119865,99.95,96.26,IND,15241005585351.18,14363840440696.5
IND,FRA,143737,173148,90.26,74.44,IND,14590336557747.58,14381913793626.18
JPN,FRA,180971,185854,88.36,91.08,JPN,18808297467455.35,14947252132061.28
CAN,JPN,178775,118875,62.93,86.33,CAN,7880564494578.32,10832939802834.88
FRA,GBR,165244,61632,50.17,66.04,FRA,6212528059381.0,4983996823849.63
USA,JPN,12684,32203,61.3,90.18,JPN,1111933746078.13,4191244055746.31
RUS,USA,160822,103392,89.49,54.57,RUS,12737746962978.33,7178208391942.56
RUS,FRA,29887,122026,55.36,93.75,FRA,1347133860331.86,9324284796441.49
CAN,USA,161898,55642,64.81,84.03,CAN,12545330435564.93,5478874955883.6
IND,GER,147252,136646,78.13,96.35,GER,11134556082461.69,18646480460295.11
FRA,BRA,56779,131430,78.99,94.78,FRA,3349408549351.7,12692746932743.34
GER,GBR,78095,19486,77.15,69.01,GER,5478501800520.98,800943303774.62
CAN,USA,181977,173230,99.04,92.84,CAN,11610822212407.65,18353425923597.28
IND,GER,137510,24681,50.61,78.15,IND,5425739667153.02,2131315804517.35
FRA,GBR,111261,64790,74.38,57.86,FRA,7600814789563.04,2378152506332.68
USA,GER,66068,65052,75.22,91.48,USA,5059127325784.26,4400991980610.86
BRA,GER,28113,87237,64.67,95.4,GER,2257281238896.64,9752783787596.3
GER,BRA,52861,25372,76.25,54.23,GER,3567065703449.2,2027539807214.7
JPN,CHN,88487,36611,83.66,96.53,CHN,7741535267937.53,2381121913045.54
RUS,IND,35617,15523,83.64,80.06,RUS,4322442360451.2,1384609051774.18
CHN,GER,108330,55793,54.39,51.29,GER,7768017003761.76,2787057704916.24
USA,IND,143655,161305,90.12,77.09,USA,9541772771695.28,10441384025585.52
RUS,CHN,36250,126465,96.54,89.84,CHN,2496771824532.88,16067188715571.15
GBR,IND,13055,166027,56.18,76.66,IND,852765376115.97,18292504494928.18
CHN,FRA,82337,57524,70.83,85.36,FRA,6388068849760.6,3257145460940.07
RUS,CAN,175498,52621,75.59,93.98,RUS,13887248311314.52,5965565940736.81
IND,RUS,137615,101418,56.74,93.49,RUS,5108043047971.69,12079726519099.23
GER,RUS,112255,91597,75.17,58.94,RUS,7278870222797.5,7684253723713.61
RUS,GER,70532,10015,60.34,71.36,RUS,5360017484057.38,409583583695.02
JPN,GBR,99376,14410,96.77,55.56,JPN,11766538688050.21,1146385317838.52
BRA,FRA,19933,28964,72.42,79.75,FRA,960256864285.02,1724102978266.19
IND,BRA,41979,80671,99.75,97.74,IND,3880945831238.42,10708803110569.25
USA,IND,55047,124128,52.33,59.09,IND,2715358959456.78,9742380661888.09
USA,FRA,14137,83484,56.38,70.18,FRA,803870428044.44,7579305059473.5
USA,JPN,21423,149674,72.16,97.7,JPN,1485850307830.2,11607392031566.82
USA,GBR,99851,136003,93.72,87.51,USA,9373887234523.79,14992097901519.75
BRA,CHN,44482,17232,77.76,53.56,CHN,4542137372229.33,703096839160.07
RUS,GBR,185228,198317,86.62,71.42,RUS,14270551174439.14,11469427265400.46
FRA,CHN,62483,125606,71.18,99.39,CHN,4678803354804.05,16444102319105.78
RUS,IND,44754,189022,52.03,72.66,IND,2576944990451.05,14892909085568.43
GBR,IND,177384,101602,82.39,81.47,GBR,21078969720338.99,6633360715265.16
GER,IND,33363,38381,81.7,85.05,GER,3147533351340.88,3915697132181.06
CHN,CAN,27085,111647,53.57,83.2,CAN,915109617557.09,12610403716394.63
FRA,GER,66889,127174,58.54,75.94,GER,4238854983702.44,10213230571524.11
FRA,CAN,112090,86305,73.81,56.64,CAN,9612689129896.39,3513185851523.21
RUS,GBR,89951,66025,72.33,85.42,GBR,3314983252955.04,6089679428295.26
FRA,CAN,138227,92192,87.62,96.67,CAN,6967858097532.98,9674555592198.47
CAN,JPN,139925,194778,69.37,97.08,JPN,5037753183301.75,21385377348668.9
CAN,FRA,66414,10819,83.17,79.67,CAN,3028177077082.15,1103959676442.1
GBR,FRA,127159,176455,85.22,74.61,FRA,6389987697218.95,19495434371779.15
CHN,IND,188124,81605,82.25,66.7,CHN,22557122135778.86,3319776378068.96
JPN,GBR,96934,15640,79.81,55.18,JPN,5467151672402.86,596868636147.8
BRA,RUS,42691,69888,90.28,94.16,RUS,2715592139757.82,8652923539470.47
RUS,FRA,64697,112288,82.86,56.85,FRA,7276436933067.8,6568634737501.39
BRA,GBR,144116,72244,91.71,64.4,BRA,16557389591657.38,5795029259792.06
JPN,CHN,13883,195159,81.83,87.02,CHN,1335850022561.18,15556098070945.05
RUS,CAN,41712,41915,57.95,85.24,CAN,2227976392553.28,4783404091114.99
RUS,BRA,123655,53642,65.47,84.05,BRA,4300394946538.78,4153221785393.29
CHN,GER,31545,125290,66.52,87.09,CHN,2783482361575.35,15784699402584.5
BRA,GBR,28204,197683,54.7,77.1,GBR,2099218196041.76,13580422596422.01
CAN,IND,33268,120433,84.62,57.75,IND,2763730703765.44,5434394331611.16
USA,JPN,94383,140014,79.76,99.92,JPN,8618193737714.04,8422284450598.54
BRA,CHN,177211,187961,79.49,94.61,CHN,13771339299732.76,23979653040424.64
GER,JPN,129755,51215,73.93,71.56,JPN,7636954764196.31,5311658807760.71
GER,USA,106940,12487,77.16,76.52,GER,8583568822451.68,1332187474424.76
RUS,USA,38436,109662,50.4,69.68,USA,2302722639725.89,9627258759661.2
USA,IND,145197,71045,54.81,81.9,USA,5209351057889.05,5424518204495.26
IND,FRA,182606,102594,84.17,86.56,IND,15841599953667.62,7175186329515.02
JPN,FRA,108524,125377,63.07,61.58,FRA,8733907486689.69,6057244490023.16
GBR,IND,96842,69040,55.4,71.64,IND,5233672341203.75,6229816408988.11
USA,BRA,52973,111470,66.43,82.01,BRA,2311705376033.28,7723638833828.27
GBR,BRA,86369,100520,62.72,99.4,BRA,7420375974000.46,12840631275925.6
BRA,CHN,97533,71295,51.47,66.24,CHN,5892641403719.25,7000570297993.43
BRA,CHN,43521,10825,70.53,87.25,BRA,3476231170475.24,650600288710.03
GBR,CHN,148560,142263,51.35,67.33,CHN,8785838750072.8,5882628746063.73
JPN,CHN,49974,184166,50.02,54.62,CHN,1862409807213.98,6230855491664.47
USA,CAN,133900,140981,89.62,88.51,USA,11908369933919.64,6975088940300.02
IND,FRA,52448,195871,65.75,82.47,FRA,2848319888454.86,19236530106664.29
RUS,JPN,17938,49553,78.38,75.72,RUS,1874897285242.57,4100876572504.64
CHN,FRA,192185,104305,64.89,83.75,FRA,13577332766172.5,9298989718792.82
BRA,GBR,114262,16813,96.5,93.97,GBR,13422390820877.04,1708765116026.75
GER,USA,156842,36350,86.46,87.83,GER,15734165223617.54,1818232447747.43
JPN,FRA,193707,170064,68.46,92.89,FRA,13045011266522.82,12499722018124.1
CHN,GBR,198894,175047,60.53,64.5,GBR,15709572156901.18,8646945147731.42
IND,RUS,59934,166064,56.89,90.02,RUS,3803026512243.64,14636212357296.84
FRA,GER,75526,184808,88.12,68.0,GER,4837063720912.46,17329895073785.91
RUS,CHN,107204,142309,72.65,51.03,CHN,6158793541359.5,10691419948809.98
BRA,JPN,31487,14943,61.6,52.16,BRA,2573708464835.73,866746274332.97
RUS,USA,194391,194989,95.98,86.52,RUS,26890352864009.99,12598405629607.4
CHN,CAN,22869,140257,69.5,63.6,CAN,1665807780821.57,7855445170340.87
RUS,JPN,181869,102055,77.17,65.38,JPN,12429159874168.96,5507372708247.76
FRA,USA,197370,102292,92.89,81.13,FRA,20625620451560.77,5842943407991.18
CHN,CAN,124576,162292,91.67,87.08,CHN,11231377279715.09,20893703755295.5
BRA,CHN,92209,188870,81.9,77.94,BRA,10132080006642.73,9297400752993.95
USA,IND,92299,38694,94.43,85.32,USA,11618253514777.39,3520590777573.41
GER,CHN,54933,169322,97.6,97.05,CHN,5126637904905.17,21341300504178.1
CHN,JPN,86579,174299,96.76,92.71,JPN,10928501343995.32,23262053068944.64
CAN,CHN,150642,88305,67.45,62.04,CHN,7041031066562.63,3840137521379.37
FRA,CHN,147958,194992,69.86,95.34,CHN,9032890857812.94,12869638430175.38
CHN,USA,184159,20447,62.03,64.86,CHN,6620500077247.38,1322547524246.18
CHN,BRA,100177,84045,91.84,83.03,BRA,12032236951242.49,6171161254340.86
CAN,CHN,77719,32865,56.09,93.74,CAN,6431107532823.77,2308421198010.57
BRA,GBR,104606,65450,67.75,81.17,GBR,7631559094416.24,3157858725068.77
CHN,FRA,144846,26134,50.49,90.31,CHN,9261622365104.04,2040696637054.55
GER,RUS,39018,62378,79.73,96.37,RUS,2804855055246.73,4698171690938.46
RUS,IND,95839,157273,82.92,98.35,RUS,8436049884022.44,10394391106949.81
BRA,RUS,155344,116889,62.45,70.53,RUS,8220312766876.41,7157445503220.75
GER,FRA,163658,160008,86.84,99.64,FRA,17008988295638.14,9272940062363.44
BRA,IND,43545,162834,69.08,63.58,IND,2244668149311.72,14672295107075.97
GER,RUS,12566,13228,65.59,73.11,GER,538368340782.76,1062834421178.59
FRA,CHN,86489,69405,97.81,88.04,CHN,11830886320477.22,5983276176962.94
GER,RUS,75355,124764,79.43,98.51,RUS,8166310900481.3,7738730824818.44
GBR,IND,172768,78946,62.62,52.65,GBR,14441646056670.63,5309395717413.93
GER,FRA,82940,141480,99.16,97.28,FRA,10869033953312.14,7919614455025.71
USA,GBR,136731,128780,69.38,99.93,USA,11663148750434.01,19112346561108.95
USA,JPN,108382,57497,82.39,95.48,USA,12276266795950.3,7371324667874.88
JPN,RUS,181807,61419,86.19,55.42,JPN,11129367686843.04,3304987988050.19
GBR,RUS,133865,199159,71.11,92.04,GBR,13045934341989.69,21478810552194.36
GBR,RUS,191709,129216,76.8,81.99,GBR,20873371613603.36,6239147917347.42
RUS,JPN,32129,135733,61.99,50.48,RUS,2421851131869.74,6772744062981.35
GBR,IND,40845,130262,73.29,99.22,IND,3290990394953.89,17054656923979.38
RUS,USA,89449,146845,65.54,57.53,USA,4315203235776.28,4884273239789.57
JPN,CHN,20739,194058,77.37,69.84,JPN,2192191325544.98,9718161386112.62
JPN,CHN,199244,112301,83.49,51.51,JPN,17913865520664.14,7389227236397.99
FRA,RUS,143745,146689,80.7,65.48,FRA,12884051353898.35,9205143493721.1
USA,GER,41171,128400,88.84,78.42,GER,4047204103566.52,11729536381675.88
GER,JPN,99179,144979,52.08,96.54,GER,7059272953319.77,18449612025789.05
GER,USA,110022,23841,53.93,99.52,GER,3779484059762.96,1531418191440.4
CAN,JPN,151696,100866,60.27,71.17,CAN,5134845775158.3,6952680616013.83
CAN,USA,118906,190899,99.29,71.41,CAN,8547491082810.74,14485244274154.07
IND,CHN,62930,195151,90.01,58.02,IND,5617866213537.72,12623996269729.48
BRA,RUS,175680,189163,96.21,74.92,RUS,16384561808170.02,19100173728289.66
FRA,BRA,59649,64501,63.6,97.0,FRA,3839590816080.49,6108984563633.16
IND,CAN,160761,71855,78.69,58.27,CAN,7771793788548.79,3421729464304.5
IND,RUS,73503,107735,77.74,63.32,IND,7388149410740.0,8885147715291.2
CHN,JPN,183196,101822,78.48,94.57,CHN,11531718583728.04,13450348239574.03
CHN,CAN,126659,160931,85.88,81.32,CHN,15372077878129.68,11237571976595.76
IND,BRA,106875,82352,69.7,66.53,IND,9981495384376.15,6718505867186.96
GBR,IND,148659,190765,83.86,90.64,IND,7024471109071.09,12309233639975.28
BRA,IND,144599,157620,89.42,55.45,IND,7157753285648.21,5157159231458.53
FRA,IND,174139,131780,64.45,92.92,IND,12671537890204.78,10732900022582.73
IND,GER,61538,94581,97.29,75.9,GER,3456069467629.97,6510802559878.68
GER,IND,47455,129156,75.9,87.85,IND,3860705051596.14,6966530650010.25
BRA,GBR,30243,43385,86.64,75.92,BRA,1517522886706.74,1983717001947.75
CHN,CAN,133793,165716,86.45,62.31,CHN,11327048289761.2,12455844491609.86
GER,BRA,173765,15639,78.26,82.04,GER,12499138156848.37,1563815101515.56
CHN,JPN,121371,87152,66.13,57.74,CHN,8756678747977.11,2880870978127.41
CHN,FRA,79231,30580,83.35,61.49,CHN,5654024068141.86,1893170237680.43
BRA,GBR,84648,108304,54.36,77.47,GBR,2945384841630.03,8890561718519.08
CHN,BRA,42059,36974,99.07,69.5,CHN,5592409210810.29,2566044500329.25
JPN,BRA,199939,186445,59.2,87.26,JPN,9460813420348.54,24065250184221.7
USA,CAN,82778,123262,63.77,79.18,USA,2995558125971.78,9347096409772.58
JPN,CHN,85477,57612,97.72,69.07,JPN,8357948255649.73,4159203855527.98
USA,IND,65283,165833,59.33,66.34,USA,5335802855381.98,8912506432294.09
CAN,CHN,73853,20701,58.5,95.66,CAN,3373291292665.61,1489717526201.32
CAN,GER,30001,30822,90.23,52.0,GER,2573587607862.61,2114111547670.24
CHN,RUS,12700,24970,62.56,84.55,CHN,717151540549.99,3014709045277.57
FRA,CHN,191229,96728,54.74,69.59,FRA,5740072244779.18,5531841476988.81
FRA,CHN,159157,45847,61.33,68.87,FRA,13357038479477.89,4255261056399.87
USA,GBR,127990,33103,94.42,82.59,USA,15213136040599.37,2520120988713.56
GER,USA,199219,198551,64.02,92.52,USA,7597957096250.89,18820943324204.57
BRA,CHN,23339,130706,84.75,86.22,BRA,1250456268933.31,7642201906303.16
CHN,IND,156906,70787,69.76,83.51,IND,5588464402798.6,6410129161865.1
BRA,GER,136378,158016,63.11,74.81,GER,12786479765789.66,17172099074027.35
JPN,USA,39543,24974,57.2,73.46,USA,2072356846373.71,1010035006938.48
FRA,GER,45930,56984,98.61,73.04,GER,6478433264319.68,3168378139230.32
GBR,RUS,182146,56893,76.06,57.27,RUS,12746979917488.44,3891768149886.31
JPN,RUS,39044,167386,55.74,77.98,JPN,1314005262652.57,10032978805383.44
JPN,IND,88673,39852,59.94,65.77,IND,4482370553890.99,2275115854828.87
USA,GBR,175977,14953,70.36,80.91,USA,11370091202170.94,955908956546.59
RUS,BRA,195076,86773,77.21,76.72,RUS,10190847753662.24,9768857334965.33
JPN,RUS,122997,38448,59.09,97.0,JPN,4022824828904.0,3681286575354.37
CHN,JPN,93725,41771,63.89,71.75,CHN,4889110887438.15,1899600614372.74
IND,JPN,36012,61550,89.19,83.22,JPN,3337941443984.41,3187472576270.32
IND,BRA,88513,65378,70.87,79.64,BRA,4738370132464.96,4219241065266.57
CHN,RUS,107585,195967,50.07,84.22,RUS,7857629604964.4,14870125733974.9
RUS,FRA,31694,199809,52.7,63.35,FRA,1639155247964.32,9985182595272.67
RUS,GER,185460,78124,71.97,62.86,RUS,8412169023398.54,5159287827598.45
USA,GBR,108760,81892,53.01,77.98,USA,5266216145457.13,8760652578999.33
FRA,GBR,42835,161141,58.7,92.45,FRA,3036411357572.01,19191183918942.63
BRA,CAN,128777,24695,86.39,86.0,BRA,10982556397811.99,2291533700424.85
RUS,BRA,28186,194533,74.02,74.45,BRA,1734207363367.41,17730000037572.51
GBR,CHN,170617,161855,74.12,62.75,GBR,7667670112844.59,11806933308885.75
USA,CHN,54391,11403,79.91,87.97,USA,4170645674412.86,567713649885.0
CAN,CHN,115858,116695,89.43,96.31,CHN,6189345393191.57,12753069581518.95
GER,RUS,114199,169399,57.93,60.65,GER,5761293660113.69,14096941511855.92
CAN,CHN,186860,77821,58.65,89.95,CAN,6753684653882.5,9310727533185.44
USA,IND,38401,149934,56.07,58.62,IND,2532451266791.88,8526229320767.45
JPN,CAN,107764,21430,96.84,95.04,JPN,13280919989574.02,1682097841450.25
BRA,IND,68611,175089,78.86,82.1,BRA,4022978518021.27,12618930507654.56
GER,CAN,22202,174718,54.63,59.05,CAN,697095992888.0,10996053195910.67
CAN,RUS,43135,38922,61.03,51.81,RUS,2229915474010.3,1834384264461.89
GER,USA,98121,152615,86.28,84.73,USA,8978247663796.32,10971810797194.35
GBR,FRA,123944,190721,51.45,80.31,GBR,8085472834051.56,9474624877785.37
GBR,CHN,123765,102099,86.28,80.57,GBR,9641854588902.74,4986127979354.4
GBR,IND,73535,166625,95.57,74.11,IND,6085844195409.2,6537281386301.48
USA,RUS,155969,189932,52.82,80.72,USA,11602075655527.05,22903933104612.76
BRA,CHN,127328,70092,59.32,93.66,CHN,7173196753139.1,5663277423146.35
USA,IND,162363,83114,50.12,97.6,USA,7707948948483.86,4645399018151.09
IND,FRA,194480,31263,55.45,67.23,IND,9813623995301.51,2243842516406.66
JPN,IND,195165,86204,80.85,74.39,JPN,13620748476014.26,7535618723403.43
JPN,CHN,145579,92458,52.24,63.65,JPN,9342828595779.05,6948965558076.46
GBR,CHN,125473,153304,71.29,70.58,CHN,6993194142470.81,15899165382142.36
IND,GER,169926,150164,75.17,89.79,GER,11224912871079.67,9617206491999.14
RUS,BRA,123056,175306,95.33,71.25,BRA,9177132232650.72,17420809182660.31
RUS,GER,25475,50482,73.71,69.58,GER,2009927566412.5,4939426861758.48
GBR,BRA,185977,159189,57.13,92.51,BRA,15515721508131.99,14103886258024.04
CAN,USA,89870,174330,64.46,50.06,CAN,5157865222525.12,12679437086609.12
USA,GER,94366,126397,83.61,92.61,USA,11584008483382.99,8214477312386.94
GBR,RUS,133836,69097,55.61,59.07,GBR,8608167583638.85,3426520811454.32
FRA,USA,102814,98631,61.59,63.73,FRA,8202787656765.36,7915723844970.16
GER,JPN,94285,28302,99.79,68.08,JPN,7837387879349.65,2784447789834.22
JPN,IND,50185,85762,50.28,94.03,IND,1827816669472.03,4660467141916.78
RUS,JPN,74398,50934,57.61,95.43,RUS,4615215882473.55,5700437184672.21
CHN,GBR,106682,86439,92.18,83.06,GBR,14660649739422.83,10361276893292.1
RUS,GBR,86593,52446,55.07,71.97,RUS,5770909209689.34,2275927542101.53
JPN,IND,167499,81635,51.68,75.81,JPN,10228960420863.28,4227149888096.73
GER,FRA,117518,36076,56.07,79.02,GER,6259957831045.06,3356100832761.49
JPN,CAN,65535,190421,84.68,97.7,JPN,7655443479067.52,21062399628353.14
CHN,FRA,119626,118463,99.66,98.46,FRA,14269522623773.86,9312667664796.58
